W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.775,-0.1,-2.682801879,0.0017,0.0006,0.000703701,0.000248365,CLAS phi
2.775,0,-2.441222073,0.003,0.0008,0.001241826,0.000331154,CLAS phi
2.775,0.1,-2.199642267,0.0043,0.001,0.00177995,0.000413942,CLAS phi
2.775,0.2,-1.958062462,0.0077,0.0014,0.003187353,0.000579519,CLAS phi
2.775,0.3,-1.716482656,0.0171,0.0023,0.007078406,0.000952066,CLAS phi
2.785,0.37,-1.564757559,0.0298,0.0045,0.012192457,0.001841143,CLAS phi
2.785,0.42,-1.442550851,0.0301,0.0044,0.0123152,0.001800229,CLAS phi
2.785,0.47,-1.320344142,0.0511,0.0066,0.020907199,0.002700343,CLAS phi
2.785,0.53,-1.173696092,0.0662,0.0079,0.027085256,0.003232228,CLAS phi
2.785,0.57,-1.075930725,0.117,0.011,0.047869712,0.004500571,CLAS phi
2.785,0.62,-0.953724017,0.1552,0.0136,0.063498969,0.005564343,CLAS phi
2.785,0.67,-0.831517308,0.1981,0.0177,0.081051197,0.007241828,CLAS phi
2.785,0.72,-0.7093106,0.3491,0.0259,0.142831766,0.0105968,CLAS phi
2.785,0.78,-0.562662549,0.4771,0.0327,0.19520205,0.013378971,CLAS phi
2.785,0.82,-0.464897183,0.7434,0.0477,0.304156789,0.019516114,CLAS phi
2.785,0.88,-0.318249132,1.0661,0.0715,0.436187184,0.029253713,CLAS phi
2.785,0.93,-0.196042424,2.1728,0.2688,0.888985566,0.109977596,CLAS phi
2.785,-0.8,-4.424394539,0.0048,0.0031,0.001963886,0.001268343,CLAS phi
2.785,-0.7,-4.179981122,0.0047,0.0019,0.001922971,0.000777371,CLAS phi
2.785,-0.59,-3.911126363,0.0027,0.0017,0.001104686,0.000695543,CLAS phi
2.785,-0.51,-3.715595629,0.0044,0.0021,0.001800229,0.0008592,CLAS phi
2.785,-0.41,-3.471182212,0.0029,0.0014,0.001186514,0.0005728,CLAS phi
2.785,-0.3,-3.202327453,0.0028,0.0011,0.0011456,0.000450057,CLAS phi
2.785,-0.2,-2.957914036,0.003,0.001,0.001227429,0.000409143,CLAS phi
2.785,-0.1,-2.713500619,0.0017,0.0007,0.000695543,0.0002864,CLAS phi
2.785,0,-2.469087202,0.0023,0.0008,0.000941029,0.000327314,CLAS phi
2.785,0.1,-2.224673785,0.0044,0.001,0.001800229,0.000409143,CLAS phi
2.785,0.2,-1.980260368,0.0079,0.0015,0.003232228,0.000613714,CLAS phi
2.785,0.3,-1.735846951,0.018,0.0023,0.007364571,0.000941029,CLAS phi
2.795,0.37,-1.582205193,0.0294,0.0045,0.01189052,0.001819978,CLAS phi
2.795,0.42,-1.458577296,0.0418,0.0055,0.016905569,0.002224417,CLAS phi
2.795,0.47,-1.334949399,0.0541,0.0069,0.021880175,0.002790632,CLAS phi
2.795,0.53,-1.186595922,0.0649,0.0083,0.026248121,0.003356848,CLAS phi
2.795,0.57,-1.087693604,0.108,0.0107,0.043679462,0.004327502,CLAS phi
2.795,0.62,-0.964065707,0.1452,0.0133,0.05872461,0.005379045,CLAS phi
2.795,0.67,-0.840437809,0.2344,0.0203,0.094800609,0.008210121,CLAS phi
2.795,0.72,-0.716809912,0.3075,0.0258,0.124365134,0.010434538,CLAS phi
2.795,0.78,-0.568456435,0.485,0.0357,0.196153138,0.014438489,CLAS phi
2.795,0.82,-0.469554117,0.7881,0.0556,0.318738738,0.022486834,CLAS phi
2.795,0.88,-0.32120064,1.0057,0.0706,0.406744765,0.028553426,CLAS phi
2.795,0.93,-0.197572743,1.4093,0.1283,0.56997653,0.051889583,CLAS phi
2.795,-0.78,-4.425646832,0.0027,0.0028,0.001091987,0.00113243,CLAS phi
2.795,-0.7,-4.227842197,0.0062,0.0026,0.002507525,0.001051543,CLAS phi
2.795,-0.6,-3.980586402,0.0038,0.0017,0.00153687,0.000687547,CLAS phi
2.795,-0.53,-3.807507346,0.0056,0.0025,0.002264861,0.001011099,CLAS phi
2.795,-0.41,-3.510800392,0.0031,0.0017,0.001253762,0.000687547,CLAS phi
2.795,-0.3,-3.238819018,0.0033,0.0014,0.00133465,0.000566215,CLAS phi
2.795,-0.2,-2.991563223,0.0014,0.0008,0.000566215,0.000323552,CLAS phi
2.795,-0.1,-2.744307428,0.0012,0.0006,0.000485327,0.000242664,CLAS phi
2.795,0,-2.497051634,0.0018,0.0007,0.000727991,0.000283108,CLAS phi
2.795,0.1,-2.249795839,0.0036,0.001,0.001455982,0.000404439,CLAS phi
2.795,0.2,-2.002540044,0.0103,0.0017,0.004165726,0.000687547,CLAS phi
2.795,0.3,-1.75528425,0.0171,0.0022,0.006915915,0.000889767,CLAS phi
2.805,0.37,-1.599719564,0.0279,0.0042,0.011155227,0.001679281,CLAS phi
2.805,0.42,-1.474666076,0.0375,0.005,0.014993584,0.001999145,CLAS phi
2.805,0.47,-1.349612588,0.0558,0.0068,0.022310453,0.002718837,CLAS phi
2.805,0.53,-1.199548402,0.0717,0.008,0.028667733,0.003198631,CLAS phi
2.805,0.57,-1.099505611,0.1069,0.0104,0.042741711,0.004158221,CLAS phi
2.805,0.62,-0.974452123,0.1406,0.013,0.056215945,0.005197776,CLAS phi
2.805,0.67,-0.849398635,0.2175,0.0188,0.086962788,0.007516784,CLAS phi
2.805,0.72,-0.724345146,0.3768,0.0281,0.150655534,0.011235192,CLAS phi
2.805,0.78,-0.574280961,0.5029,0.0338,0.201073959,0.013514217,CLAS phi
2.805,0.82,-0.47423817,0.7967,0.0505,0.318543693,0.02019136,CLAS phi
2.805,0.88,-0.324173984,1.0481,0.0712,0.419060681,0.028467818,CLAS phi
2.805,0.93,-0.199120496,1.6002,0.148,0.639806223,0.059174679,CLAS phi
2.805,-0.79,-4.500960492,0.0034,0.0028,0.001359418,0.001119521,CLAS phi
2.805,-0.7,-4.275864213,0.0023,0.0014,0.000919606,0.00055976,CLAS phi
2.805,-0.6,-4.025757236,0.0023,0.0015,0.000919606,0.000599743,CLAS phi
2.805,-0.52,-3.825671655,0.0031,0.0016,0.00123947,0.000639726,CLAS phi
2.805,-0.4,-3.525543283,0.0014,0.001,0.00055976,0.000399829,CLAS phi
2.805,-0.29,-3.250425609,0.0016,0.0009,0.000639726,0.000359846,CLAS phi
2.805,-0.2,-3.02532933,0.0018,0.0008,0.000719692,0.000319863,CLAS phi
2.805,-0.1,-2.775222354,0.0025,0.0007,0.000999572,0.00027988,CLAS phi
2.805,0,-2.525115377,0.0022,0.0008,0.000879624,0.000319863,CLAS phi
2.805,0.1,-2.275008401,0.003,0.0008,0.001199487,0.000319863,CLAS phi
2.805,0.2,-2.024901424,0.01,0.0016,0.003998289,0.000639726,CLAS phi
2.805,0.3,-1.774794448,0.0202,0.0024,0.008076544,0.000959589,CLAS phi
2.815,0.37,-1.617300547,0.0219,0.0037,0.008657256,0.001462641,CLAS phi
2.815,0.42,-1.490817048,0.0389,0.005,0.0153775,0.001976542,CLAS phi
2.815,0.47,-1.364333548,0.0417,0.0057,0.016484364,0.002253258,CLAS phi
2.815,0.53,-1.212553349,0.0701,0.0081,0.027711125,0.003201999,CLAS phi
2.815,0.57,-1.111366549,0.111,0.0107,0.043879241,0.004229801,CLAS phi
2.815,0.62,-0.98488305,0.153,0.0133,0.060482198,0.005257603,CLAS phi
2.815,0.67,-0.85839955,0.2435,0.0199,0.096257615,0.007866639,CLAS phi
2.815,0.72,-0.731916051,0.3044,0.0243,0.120331902,0.009605996,CLAS phi
2.815,0.78,-0.580135852,0.4717,0.0332,0.18646701,0.013124242,CLAS phi
2.815,0.82,-0.478949052,0.7581,0.0498,0.299683359,0.019686362,CLAS phi
2.815,0.88,-0.327168853,1.1531,0.0823,0.455830209,0.032533888,CLAS phi
2.815,0.93,-0.200685353,1.8468,0.2208,0.730055702,0.087284113,CLAS phi
2.815,-0.8,-4.577014434,0.0007,0.0014,0.000276716,0.000553432,CLAS phi
2.815,-0.7,-4.324047435,0.0031,0.0022,0.001225456,0.000869679,CLAS phi
2.815,-0.6,-4.071080436,0.0014,0.0011,0.000553432,0.000434839,CLAS phi
2.815,-0.5,-3.818113437,0.0023,0.0015,0.00090921,0.000592963,CLAS phi
2.815,-0.41,-3.590443138,0.0009,0.0012,0.000355778,0.00047437,CLAS phi
2.815,-0.3,-3.312179439,0.0014,0.001,0.000553432,0.000395308,CLAS phi
2.815,-0.21,-3.08450914,0.0028,0.001,0.001106864,0.000395308,CLAS phi
2.815,-0.11,-2.831542142,0.0009,0.0006,0.000355778,0.000237185,CLAS phi
2.815,0,-2.553278443,0.0021,0.0008,0.000830148,0.000316247,CLAS phi
2.815,0.1,-2.300311444,0.0046,0.0011,0.001818419,0.000434839,CLAS phi
2.815,0.2,-2.047344445,0.008,0.0015,0.003162468,0.000592963,CLAS phi
2.815,0.3,-1.794377446,0.0142,0.002,0.00561338,0.000790617,CLAS phi
2.825,0.37,-1.634948021,0.0278,0.0041,0.010866341,0.00160259,CLAS phi
2.825,0.42,-1.507030073,0.0344,0.0046,0.013446119,0.001798028,CLAS phi
2.825,0.47,-1.379112125,0.0484,0.0061,0.018918377,0.002384341,CLAS phi
2.825,0.53,-1.225610587,0.0754,0.0087,0.029472017,0.003400617,CLAS phi
2.825,0.57,-1.123276228,0.0905,0.0089,0.035374238,0.003478793,CLAS phi
2.825,0.62,-0.995358279,0.1572,0.014,0.061445638,0.005472258,CLAS phi
2.825,0.67,-0.867440331,0.2246,0.019,0.087790651,0.007426636,CLAS phi
2.825,0.72,-0.739522383,0.3372,0.026,0.13180324,0.010162765,CLAS phi
2.825,0.78,-0.586020845,0.4821,0.033,0.188441109,0.012898894,CLAS phi
2.825,0.82,-0.483686486,0.7258,0.0472,0.283697483,0.018449327,CLAS phi
2.825,0.88,-0.330184948,1.1977,0.0765,0.468151661,0.029901981,CLAS phi
2.825,0.93,-0.202266999,1.8686,0.2447,0.730390076,0.09564725,CLAS phi
2.825,-0.79,-4.602644425,0.0063,0.0054,0.002462516,0.002110728,CLAS phi
2.825,-0.7,-4.372392117,0.0029,0.0015,0.001133539,0.000586313,CLAS phi
2.825,-0.6,-4.116556221,0.0018,0.0011,0.000703576,0.000429963,CLAS phi
2.825,-0.51,-3.886303913,0.0025,0.0012,0.000977189,0.000469051,CLAS phi
2.825,-0.39,-3.579300837,0.003,0.0013,0.001172627,0.000508138,CLAS phi
2.825,-0.29,-3.32346494,0.003,0.0012,0.001172627,0.000469051,CLAS phi
2.825,-0.2,-3.093212633,0.0013,0.0007,0.000508138,0.000273613,CLAS phi
2.825,-0.1,-2.837376737,0.001,0.0005,0.000390876,0.000195438,CLAS phi
2.825,0,-2.58154084,0.0015,0.0006,0.000586313,0.000234525,CLAS phi
2.825,0.1,-2.325704943,0.0036,0.0009,0.001407152,0.000351788,CLAS phi
2.825,0.2,-2.069869046,0.009,0.0015,0.00351788,0.000586313,CLAS phi
2.825,0.3,-1.814033149,0.0129,0.0018,0.005042295,0.000703576,CLAS phi
2.835,0.37,-1.652661873,0.0191,0.0035,0.007382678,0.001352847,CLAS phi
2.835,0.42,-1.52330502,0.0275,0.0043,0.01062951,0.001662069,CLAS phi
2.835,0.47,-1.393948168,0.0389,0.0057,0.015035926,0.002203208,CLAS phi
2.835,0.53,-1.238719946,0.0616,0.0075,0.023810103,0.002898957,CLAS phi
2.835,0.57,-1.135234464,0.1001,0.0099,0.038691418,0.003826624,CLAS phi
2.835,0.62,-1.005877612,0.1423,0.0129,0.055002885,0.004986207,CLAS phi
2.835,0.67,-0.87652076,0.1773,0.0163,0.068531352,0.006300401,CLAS phi
2.835,0.72,-0.747163908,0.2809,0.0228,0.108575617,0.00881283,CLAS phi
2.835,0.78,-0.591935686,0.403,0.0287,0.155770643,0.011093344,CLAS phi
2.835,0.82,-0.488450204,0.7288,0.0548,0.281701351,0.021181715,CLAS phi
2.835,0.88,-0.333221982,0.9438,0.071,0.364804796,0.027443463,CLAS phi
2.835,0.93,-0.20386513,1.2238,0.1356,0.473032538,0.052413149,CLAS phi
2.835,-0.78,-4.627869469,0.0062,0.0041,0.002396471,0.001584763,CLAS phi
2.835,-0.71,-4.446769876,0.0091,0.0033,0.003517402,0.001275541,CLAS phi
2.835,-0.61,-4.188056172,0.0024,0.0017,0.000927666,0.000657097,CLAS phi
2.835,-0.48,-3.851728357,0.0017,0.0012,0.000657097,0.000463833,CLAS phi
2.835,-0.4,-3.644757394,0.0014,0.0009,0.000541139,0.000347875,CLAS phi
2.835,-0.29,-3.360172319,0.0025,0.0014,0.000966319,0.000541139,CLAS phi
2.835,-0.2,-3.127329986,0.0016,0.0009,0.000618444,0.000347875,CLAS phi
2.835,-0.11,-2.894487652,0.0008,0.0005,0.000309222,0.000193264,CLAS phi
2.835,0,-2.609902578,0.0017,0.0007,0.000657097,0.000270569,CLAS phi
2.835,0.1,-2.351188873,0.0042,0.001,0.001623416,0.000386528,CLAS phi
2.835,0.2,-2.092475169,0.0065,0.0013,0.00251243,0.000502486,CLAS phi
2.835,0.3,-1.833761465,0.0132,0.002,0.005102165,0.000773055,CLAS phi
2.813,,-0.1225,,,1.22,0.22,Ballam2.8&4.7
2.813,,-0.3,,,0.44,0.12,Ballam2.8&4.7
2.813,,-0.5,,,0.17,0.1,Ballam2.8&4.7
2.813,,-0.7,,,0.24,0.1,Ballam2.8&4.7
2.813,,-1.2,,,0.03,0.02,Ballam2.8&4.7
4.281,,-0.11,,,1.5,0.3,Ballam9.3GeV
4.281,,-0.3,,,0.68,0.15,Ballam9.3GeV
4.281,,-0.5,,,0.23,0.11,Ballam9.3GeV
4.281,,-0.7,,,0.15,0.1,Ballam9.3GeV
4.281,,-1.2,,,0.04,0.03,Ballam9.3GeV
70,,-0.145,,,2.53,0.6,ZEUS70GeV
70,,-0.245,,,1.24,0.19,ZEUS70GeV
70,,-0.345,,,0.47,0.13,ZEUS70GeV
70,,-0.445,,,0.31,0.07,ZEUS70GeV
94,,-0.462,,,0.333,0.1002,ZEUS94GeV
94,,-0.628,,,0.168,0.0465,ZEUS94GeV
94,,-0.859,,,0.027,0.01193,ZEUS94GeV
94,,-1.217,,,0.004,0.00469,ZEUS94GeV
2.659,,-0.025,,,1.78,0.264,Barber2.8-3.8
2.659,,-0.075,,,1.406,0.198,Barber2.8-3.8
2.659,,-0.125,,,1.046,0.139,Barber2.8-3.8
2.659,,-0.175,,,0.942,0.12,Barber2.8-3.8
2.659,,-0.225,,,0.669,0.103,Barber2.8-3.8
2.659,,-0.275,,,0.393,0.102,Barber2.8-3.8
2.659,,-0.325,,,0.552,0.097,Barber2.8-3.8
2.659,,-0.375,,,0.68,0.103,Barber2.8-3.8
2.659,,-0.425,,,0.494,0.104,Barber2.8-3.8
2.659,,-0.475,,,0.36,0.101,Barber2.8-3.8
2.659,,-0.55,,,0.433,0.079,Barber2.8-3.8
2.659,,-0.65,,,0.174,0.09,Barber2.8-3.8
2.659,,-0.75,,,0.019,0.08,Barber2.8-3.8
2.659,,-0.85,,,0.01,0.081,Barber2.8-3.8
2.659,,-0.95,,,0.165,0.066,Barber2.8-3.8
2.659,,-1.05,,,0.105,0.062,Barber2.8-3.8
2.659,,-1.15,,,0.024,0.057,Barber2.8-3.8
2.659,,-1.25,,,0.059,0.054,Barber2.8-3.8
2.659,,-1.35,,,0.039,0.049,Barber2.8-3.8
2.659,,-1.45,,,-0.024,0.054,Barber2.8-3.8
2.991,,-0.025,,,1.723,0.287,Barber3.8-4.8
2.991,,-0.075,,,1.257,0.159,Barber3.8-4.8
2.991,,-0.125,,,0.845,0.119,Barber3.8-4.8
2.991,,-0.175,,,0.747,0.095,Barber3.8-4.8
2.991,,-0.225,,,0.574,0.096,Barber3.8-4.8
2.991,,-0.275,,,0.391,0.078,Barber3.8-4.8
2.991,,-0.325,,,0.324,0.068,Barber3.8-4.8
2.991,,-0.375,,,0.41,0.072,Barber3.8-4.8
2.991,,-0.425,,,0.381,0.08,Barber3.8-4.8
2.991,,-0.475,,,0.233,0.061,Barber3.8-4.8
2.991,,-0.55,,,0.184,0.035,Barber3.8-4.8
2.991,,-0.65,,,0.196,0.049,Barber3.8-4.8
2.991,,-0.75,,,0.156,0.038,Barber3.8-4.8
2.991,,-0.85,,,0.062,0.034,Barber3.8-4.8
2.991,,-0.95,,,0.101,0.033,Barber3.8-4.8
2.991,,-1.05,,,0.101,0.039,Barber3.8-4.8
2.991,,-1.15,,,0.054,0.033,Barber3.8-4.8
2.991,,-1.25,,,0.052,0.028,Barber3.8-4.8
2.991,,-1.35,,,0.013,0.034,Barber3.8-4.8
2.991,,-1.45,,,0.05,0.03,Barber3.8-4.8
13.73,,-0.01,,,3.07,0.46,Busenitz35-165
13.73,,-0.04,,,2.39,0.32,Busenitz35-165
13.73,,-0.1,,,1.6,0.23,Busenitz35-165
13.73,,-0.19,,,0.88,0.11,Busenitz35-165
13.73,,-0.31,,,0.41,0.05,Busenitz35-165
13.73,,-0.5,,,0.18,0.02,Busenitz35-165
13.73,,-0.81,,,0.03,0.006,Busenitz35-165
